station,year,month,day,mean_airT,max_airT,min_airT,max_groundT,min_groundT,suny_min
BNF,2011,3,13,22,29.5,17.3,45.6,18.4,174
BNF,2011,3,14,23.325,31.9,17.5,49.1,19,348
BNF,2011,3,15,19.675,23.1,16.4,27.9,19.7,0
BNF,2011,3,16,13.95,15.6,12.6,27.5,13.4,0
BNF,2011,3,17,12.425,15.1,10.8,20.1,13.2,0
BNF,2011,3,18,15.725,22.6,12.2,32.6,14.3,174
BNF,2011,3,19,17.625,26.5,12,36,13.5,216
BNF,2011,3,20,20.825,32.4,13.2,41,14.5,468
BNF,2011,3,21,22.875,33.4,15.1,42.4,15.8,474
BNF,2011,3,22,22.475,32.8,15.1,42.7,16,378
BNF,2011,3,23,23.05,33.7,15.6,47.6,16.5,492
BNF,2011,3,24,22.925,30.9,15.7,47.6,16.8,348
BNF,2011,3,25,19.625,22.7,17.3,27.8,18.4,0
BNF,2011,3,26,16.6,18.6,15.3,22.6,16.4,0
BNF,2011,3,27,15.425,19,13.7,22.2,15.4,0
BNF,2011,3,28,16.125,21.4,12.9,28.6,14.6,0
BNF,2011,3,29,14.975,17.2,13.5,20.1,15.6,0
BNF,2011,3,30,15.925,21.7,11.7,32.4,13.9,84
BNF,2011,3,31,18.725,28.1,13,36.6,14.5,408
BNF,2011,4,1,20.825,28.9,14.5,38.2,15.9,300
BNF,2011,4,2,21.45,27.7,17.6,37.1,18.4,48
BNF,2011,4,3,23.15,33.1,17.4,45.1,18.3,480
BNF,2011,4,4,22.3,34.1,14.2,49.5,15.4,510
BNF,2011,4,5,22.05,34.3,13.1,50.1,14.7,486
BNF,2011,4,6,23.225,32.1,15.2,44.6,17,156
BNF,2011,4,7,23.7,30.6,18.5,38.8,18.9,228
BNF,2011,4,8,24.375,32.6,18.3,40.6,19.8,492
BNF,2011,4,9,23.85,31.7,19.6,41.5,20.9,336
BNF,2011,4,10,22.925,30.6,18.2,40.6,19.4,78
BNF,2011,4,11,24.925,32.1,20.5,41.6,22,162
BNF,2011,4,12,21.5,25.6,20.1,31.1,21.4,0
BNF,2011,4,13,22.35,29.5,17.7,37.1,18.9,138
BNF,2011,4,14,24.125,31.9,19.4,39.5,20.6,270
BNF,2011,4,15,25.55,34.3,20,42.6,21.8,414
BNF,2011,4,16,25,34.6,17.7,48.6,18.9,450
BNF,2011,4,17,24.675,35.1,16.8,47.9,18,480
BNF,2011,4,18,24.05,33.7,16.7,48.6,17.5,420
BNF,2011,4,19,23.775,31.6,17.5,48.6,18.8,348
BNF,2011,4,20,22.2,26.6,18,36.5,19.4,0
BNF,2011,4,21,24.275,32.5,19.7,51,21.4,432
BNF,2011,4,22,24.975,34.2,18.6,56.4,20.8,378
BNF,2011,4,23,22.225,28.9,18.6,38.5,21.4,24
BNF,2011,4,24,19.4,20.5,18.2,25.7,19.8,0
BNF,2011,4,25,21.75,26.7,17.7,34.1,19.5,60
BNF,2011,4,26,23.35,29.6,19.6,36.6,21.8,18
BNF,2011,4,27,23.875,30.6,19.1,37.6,21,276
BNF,2011,4,28,23.4,27.6,20,34.2,21.9,54
BNF,2011,4,29,23.575,28.3,20.5,35.6,20.3,66
BNF,2011,4,30,23.225,27.6,20.5,35.6,22.3,0
BNF,2011,5,1,22.65,27.5,19.6,32.5,20.8,0
BNF,2011,5,2,23.8,29.6,20.9,39.6,23,258
BNF,2011,5,3,23.85,28.9,19.6,34.1,22.4,24
BNF,2011,5,4,23.825,30.7,21.2,39.6,22.7,84
BNF,2011,5,5,22.75,26.1,19.9,33.6,21.8,24
BNF,2011,5,6,24.75,30.6,20.2,40.1,21.9,402
BNF,2011,5,7,24.85,31.1,20,40.1,22.3,294
BNF,2011,5,8,26.425,33.9,21,43.6,23,402
BNF,2011,5,9,26.75,32.5,22.6,49.1,23.3,288
BNF,2011,5,10,25.4,31.1,22,43.5,23.8,126
BNF,2011,5,11,27.45,34.7,22.5,50.6,23.5,480
BNF,2011,5,12,27.2,35.3,20.5,53.9,22.4,540
BNF,2011,5,13,24.85,32.6,21.1,49.1,23,264
BNF,2011,5,14,25,30.4,20.9,43.1,22.4,78
BNF,2011,5,15,25.15,31,21.6,57.5,23,192
BNF,2011,5,16,23.55,31.1,19.7,50.4,23,156
BNF,2011,5,17,22.5,30.9,17.7,38.6,19.7,180
BNF,2011,5,18,24.325,33.6,17.3,41.1,20,540
BNF,2011,5,19,24.275,33.1,19.1,42.1,20.5,348
BNF,2011,5,20,25.225,32.1,19.1,45.6,22.4,348
BNF,2011,5,21,25.5,32.2,21.6,45.2,22.9,336
BNF,2011,5,22,24.75,33.5,21,44,23.5,288
BNF,2011,5,23,24.875,32.8,20.6,43.6,22.9,204
BNF,2011,5,24,26.175,35.3,20.8,55.9,22.9,342
BNF,2011,5,25,26.6,35.6,20.6,52.5,22.4,558
BNF,2011,5,26,24.85,30.5,20.7,39.5,23.4,216
BNF,2011,5,27,26.25,33.1,21.7,42.3,23.4,480
BNF,2011,5,28,26.2,33.5,21,43.1,22.9,426
BNF,2011,5,29,26.05,32.9,21,43.5,23,402
BNF,2011,5,30,23.975,28.6,20.7,34.5,22.5,0
BNF,2011,5,31,26.075,32.5,21.6,49.9,23.4,306
BNF,2011,6,1,26.725,33.3,21.6,44.1,23.4,426
BNF,2011,6,2,25.825,31.1,23.6,42.5,24,264
BNF,2011,6,3,25.675,31.5,22.2,43.5,23.8,234
BNF,2011,6,4,25.975,32.6,22.5,43.6,23.9,372
BNF,2011,6,5,25.7,31.7,22,44.6,23.7,348
BNF,2011,6,6,25.15,31.1,22.6,42.1,24.5,42
BNF,2011,6,7,26.625,32.6,22.2,44.9,23.8,270
BNF,2011,6,8,26.35,32.7,21.5,45.6,23,252
BNF,2011,6,9,26.825,33.1,22.7,46.1,24.3,432
BNF,2011,6,10,26.05,32.8,21.9,45.6,23.9,480
BNF,2011,6,11,26.15,29.6,22,41.9,23.5,132
BNF,2011,6,12,27.05,33.3,22.1,49.5,24,300
BNF,2011,6,13,24.975,30.9,22.3,48.5,23.8,312
BNF,2011,6,14,25.2,30.6,22.6,39.5,24.1,24
BNF,2011,6,15,25.875,32.6,22.5,42.9,23.8,330
BNF,2011,6,16,26.625,31.8,22.7,45.6,24.4,204
BNF,2011,6,17,26.85,32.9,21.7,49.5,23.5,180
BNF,2011,6,18,27.475,34.1,22.2,58.5,24,426
BNF,2011,6,19,27.4,33,22.6,54.6,24.4,84
BNF,2011,6,20,26.35,31.3,23.5,49.5,24.8,42
BNF,2011,6,21,26.425,33.5,21.7,55,23.4,336
BNF,2011,6,22,26.8,33.9,22.6,60.4,24.4,354
BNF,2011,6,23,26.8,32.1,22.7,43.5,24.6,0
BNF,2011,6,24,26.35,32.6,22.2,41.7,24.4,60
BNF,2011,6,25,27.325,31.3,23.2,38.6,24.9,150
BNF,2011,6,26,26.4,33,23.2,43.7,24,114
BNF,2011,6,27,25.425,29,23.5,38.1,24.9,0
BNF,2011,6,28,23.975,25.6,22.1,30.5,24.1,0
BNF,2011,6,29,25.475,30.2,22.3,37.7,24.4,0
BNF,2011,6,30,26.6,45.7,22.6,34.7,24.5,126
BNF,2011,7,1,24.2,26.7,21.8,34.3,23.9,0
BNF,2011,7,2,23.975,26.3,21.8,31.3,23.4,0
BNF,2011,7,3,25.075,30.4,21.5,39.2,23.5,102
BNF,2011,7,4,26.05,32.3,21.4,42.5,23.4,222
BNF,2011,7,5,27.2,34.2,22.3,45,23.6,480
BNF,2011,7,6,27.825,34,22.1,46.6,23.5,618
BNF,2011,7,7,26.35,32.2,21.3,48.9,22.7,210
BNF,2011,7,8,24.775,31,22.5,40.2,24.3,120
BNF,2011,7,9,26.3,33.3,21.8,42,24.3,390
BNF,2011,7,10,27.45,32.8,22.6,46,24.3,480
BNF,2011,7,11,26.65,28.9,21.9,34.9,24.1,0
BNF,2011,7,12,26.9,32.7,22.5,51.1,24,420
BNF,2011,7,13,25.15,30.6,23.5,42.7,26,114
BNF,2011,7,14,24.025,30.1,22.6,44.9,23.9,138
BNF,2011,7,15,26.1,32.1,22.2,41.4,24,252
BNF,2011,7,16,26.075,32.7,22.3,43.6,23.8,264
BNF,2011,7,17,25.4,30.3,22.6,41.6,23.9,36
BNF,2011,7,18,24.65,28.5,22.6,35.9,24,0
BNF,2011,7,19,24.2,27.3,21.2,33.1,23,0
BNF,2011,7,20,25.775,30.4,22.5,43.1,24,222
BNF,2011,7,21,25.625,30.6,22.6,43.6,24.4,156
BNF,2011,7,22,26.85,33.2,22.1,45.6,24.2,408
BNF,2011,7,23,23.225,26.5,22.1,33.4,24.1,0
BNF,2011,7,24,23.85,32.6,20.6,42.6,22.7,234
BNF,2011,7,25,25.65,33.9,20.5,44.8,23.5,492
BNF,2011,7,26,27.275,35.2,21.9,44.9,23.4,522
BNF,2011,7,27,27.6,35.2,22.2,44.2,23.5,540
BNF,2011,7,28,27.125,33.9,22.7,54.2,24.1,384
BNF,2011,7,29,27.775,35.3,22.6,60,24.4,402
BNF,2011,7,30,27.225,35,22.7,57.1,24.4,522
BNF,2011,7,31,26.475,33.1,22.7,43,24.5,306
BNF,2011,8,1,26.25,32.6,22.3,44.9,24,396
BNF,2011,8,2,25.6,32.3,22.2,47.1,23.8,324
BNF,2011,8,3,25.2,31.2,21.7,44.7,22.8,264
BNF,2011,8,4,26.325,31.7,23,44.2,25.7,204
BNF,2011,8,5,26.5,31.4,22.6,44.2,25.3,234
BNF,2011,8,6,25.675,30.6,22.7,40.5,24.1,144
BNF,2011,8,7,25.625,33.4,23.4,41.7,25.6,240
BNF,2011,8,8,25.925,32.7,22.8,42.1,24.8,150
BNF,2011,8,9,26.325,33.3,23.5,44.5,25.5,342
BNF,2011,8,10,25.525,33.2,21.9,43.1,23.4,330
BNF,2011,8,11,25.75,32.1,22.5,43.1,24,270
BNF,2011,8,12,24.525,29.6,22.3,43.1,23.4,162
BNF,2011,8,13,25.3,31.2,22.2,42.4,23.4,120
BNF,2011,8,14,25.85,30.6,23,39.1,24,156
BNF,2011,8,15,24.275,29.6,21,41.5,22.4,90
BNF,2011,8,16,24.225,29,21,37.5,22.5,138
BNF,2011,8,17,24.05,30.1,21.9,41.2,23.4,120
BNF,2011,8,18,24.525,30.9,20.7,44.5,23.5,276
BNF,2011,8,19,24.975,33.1,20.8,43.5,22.5,438
BNF,2011,8,20,25.225,32.6,21.7,42.6,22.9,288
BNF,2011,8,21,24.175,30,21.5,41.5,23.4,186
BNF,2011,8,22,25.525,32.4,21.8,43.6,23.3,366
BNF,2011,8,23,26.075,33.4,21.8,43.3,23.9,414
BNF,2011,8,24,23.25,25.6,21,29.6,22.1,0
BNF,2011,8,25,24.475,30.6,20.7,40.3,22,60
BNF,2011,8,26,25.35,31.7,21.7,44.1,22,180
BNF,2011,8,27,25.4,31.6,20.9,45.5,21.9,192
BNF,2011,8,28,24.975,30.1,21.6,44,22.5,108
BNF,2011,8,29,25.725,33.5,21.6,52.5,22.9,372
BNF,2011,8,30,25.725,33.9,21.3,60,22.9,342
BNF,2011,8,31,25.8,33.1,21,59.4,21.8,414
BNF,2011,9,1,25.275,32.1,21.6,59.2,21.8,222
BNF,2011,9,2,24.8,32.6,19.4,56.4,23.5,360
BNF,2011,9,3,26.45,34,21.3,61.4,22.4,354
BNF,2011,9,4,24.075,29.5,21,43.9,22.4,0
BNF,2011,9,5,24.85,28.1,22.4,36.4,23.6,96
BNF,2011,9,6,25.9,31.1,21.7,43.5,23.1,456
BNF,2011,9,7,25.525,32.3,22.3,45.6,23.4,348
BNF,2011,9,8,25,30.6,22.2,41.5,23,156
BNF,2011,9,9,25.35,32.6,20,43.6,22.4,540
BNF,2011,9,10,25.25,32.5,20,42.2,22.4,348
BNF,2011,9,11,25.4,32.6,21.7,47.6,22.4,330
BNF,2011,9,12,23.95,31.6,20.6,42.7,21.5,168
BNF,2011,9,13,24.775,30.7,21.5,43.1,22.5,174
BNF,2011,9,14,24.9,31.6,21.7,43.2,23,276
BNF,2011,9,15,24.975,30.8,21.9,44.6,22.5,204
BNF,2011,9,16,25.275,31.4,21.7,45.6,23,288
BNF,2011,9,17,25.875,33.3,21.9,45.1,23,312
BNF,2011,9,18,25.2,31.7,22.2,41.2,23.4,318
BNF,2011,9,19,25.075,31.1,22.1,42.1,22.9,0
BNF,2011,9,20,24.825,32.6,22,42.6,23,366
BNF,2011,9,21,24.225,30.4,21.6,40.9,22,204
BNF,2011,9,22,25.3,31.6,21.6,43.6,22.6,318
BNF,2011,9,23,24.9,31,22.2,42.4,23.4,282
BNF,2011,9,24,25.025,31,22.2,43.2,23.1,282
BNF,2011,9,25,25.15,30.6,22.4,42.4,23.4,240
BNF,2011,9,26,25.4,31.5,22.1,45.3,23.8,336
BNF,2011,9,27,25.625,32.3,22.3,45.2,23.9,354
BNF,2011,9,28,25.325,31.2,21.9,48.5,23.3,228
BNF,2011,9,29,26.375,34,22.3,56.1,24,468
BNF,2011,9,30,25.05,32.1,20.2,45.1,22.4,408
BNF,2011,10,1,22.575,26.7,19.3,33.9,21.4,0
BNF,2011,10,2,23.2,28.2,20,45,21.9,66
BNF,2011,10,3,22.9,28.2,19.3,51.7,21.9,204
BNF,2011,10,4,22.3,28.9,18.7,53,17.6,324
BNF,2011,10,5,22.675,28.8,18.5,47.4,20.9,138
BNF,2011,10,6,22.6,26.8,20.1,40,22.4,12
BNF,2011,10,7,23.3,30.3,20.4,50.7,22.4,144
BNF,2011,10,8,23.925,30.5,20.3,56.4,22.9,306
BNF,2011,10,9,23.125,30.3,19.5,48.2,22.4,126
BNF,2011,10,10,24.35,32.7,19.5,58.1,22.9,438
BNF,2011,10,11,24.725,33.6,19.3,59.1,19.4,432
BNF,2011,10,12,25.2,33.2,19.9,60.5,21,408
BNF,2011,10,13,25.3,32.9,20.5,60,21.9,366
BNF,2011,10,14,24.2,32.9,20.5,61.1,21,114
BNF,2011,10,15,23.925,32.3,19.5,59.9,20.8,462
BNF,2011,10,16,23.775,30.1,19.5,60.5,20.2,360
BNF,2011,10,17,23.25,28.8,18.9,49.5,19.4,72
BNF,2011,10,18,21.575,28.6,18.2,42.1,19.3,0
BNF,2011,10,19,21.1,24.6,18,38.1,19.3,0
BNF,2011,10,20,22.6,28.9,19,49.5,19.9,384
BNF,2011,10,21,23.1,30.7,18.5,55.8,18,438
BNF,2011,10,22,23.375,30.6,19,55.5,18.5,390
BNF,2011,10,23,23.975,32.3,18.9,59,18,378
BNF,2011,10,24,24.15,31.6,19.5,58,20,342
BNF,2011,10,25,22.05,23.5,20.6,36.5,20.9,0
BNF,2011,10,26,23.225,30.1,19.6,40.1,20,366
BNF,2011,10,27,22.575,29.4,18.3,40.2,19,252
BNF,2011,10,28,21.25,27.3,18.2,35.6,19.4,246
BNF,2011,10,29,20.775,27.6,17.1,38.5,18.9,300
BNF,2011,10,30,19.225,25.1,16.3,38.9,17.3,0
BNF,2011,10,31,20.3,27.7,16.3,37.9,16.5,360
BNF,2011,11,1,19.9,25.7,16.1,37.5,16.5,144
BNF,2011,11,2,19.825,25.9,16.6,38.6,17.4,102
BNF,2011,11,3,19.175,25.1,15.8,36.5,17,216
BNF,2011,11,4,19.05,22.4,16.8,29.6,17.5,0
BNF,2011,11,5,19.7,27.1,16.4,36.5,16.9,330
BNF,2011,11,6,20.075,28.4,16.4,36.9,16.9,348
BNF,2011,11,7,20.725,29.2,16.8,37.6,16.9,384
BNF,2011,11,8,21.35,29.5,17.1,40.5,17.1,360
BNF,2011,11,9,19.325,24.1,16.7,34.1,16.6,144
BNF,2011,11,10,17.25,26.5,12.3,35.6,12.6,432
BNF,2011,11,11,16.475,26.1,12.4,33.8,12.5,330
BNF,2011,11,12,17,27.2,12.1,35.7,12.5,384
BNF,2011,11,13,17.375,27.6,12.6,37.1,14.5,396
BNF,2011,11,14,17.95,28.1,12.5,37.6,12.6,384
BNF,2011,11,15,18.45,28.2,13.7,45.6,14,396
BNF,2011,11,16,18.125,28.2,13.2,47.5,15,372
BNF,2011,11,17,18.275,28.4,12.8,48.5,15.8,408
BNF,2011,11,18,17.975,26.9,14.8,46.3,16.6,342
BNF,2011,11,19,17.75,27.7,12.8,48.6,15,426
BNF,2011,11,20,17.05,27.7,12.1,47.4,16.6,402
BNF,2011,11,21,16.85,25.9,11.9,45.5,14.4,408
BNF,2011,11,22,18.65,26.6,13.7,41.3,15.9,324
BNF,2011,11,23,20.2,29.1,15.8,44.8,17.8,396
BNF,2011,11,24,19.625,27.2,15.6,48.9,17.7,468
BNF,2011,11,25,18.025,26.5,13.9,45,16.3,336
BNF,2011,11,26,18.85,26.9,14.5,47,16.4,348
BNF,2011,11,27,18.3,27.4,14.3,46.3,16.2,312
BNF,2011,11,28,17.5,27.2,13.2,47,15.8,330
BNF,2011,11,29,18.075,26.3,13.5,40.5,15.4,120
BNF,2011,11,30,19.05,26.6,15.1,47.9,16.9,342
BNF,2011,12,1,18.05,26.7,13.6,48.9,13.8,258
BNF,2011,12,2,18.45,26.3,14.2,49.5,14.4,408
BNF,2011,12,3,18.35,24.7,13.3,47.2,14.1,282
BNF,2011,12,4,20.1,27.2,16.1,46.6,17,264
BNF,2011,12,5,20.55,26.6,17.1,45.1,17.8,228
BNF,2011,12,6,19.625,28.1,15.1,47.2,16,312
BNF,2011,12,7,19.5,27.9,15.1,47.6,15.5,408
BNF,2011,12,8,19.05,27.6,14.1,47.1,14,372
BNF,2011,12,9,19.95,27.4,15.1,42.5,16,282
BNF,2011,12,10,17.125,25.1,15.1,27.1,15.5,0
BNF,2011,12,11,14.425,24.5,12.4,26.9,13.5,0
BNF,2011,12,12,15.175,20.4,12.4,26.9,13.1,0
BNF,2011,12,13,17.05,23.6,13.3,31.9,15.6,180
BNF,2011,12,14,17.975,25.6,13.4,42.9,14.1,294
BNF,2011,12,15,17.175,26.2,13.1,44.6,12.6,336
BNF,2011,12,16,15.85,24.1,11.2,38.9,11.9,144
BNF,2011,12,17,16.725,24.7,11.7,45.2,11.2,366
BNF,2011,12,18,16.4,23.6,11.5,43.5,12,384
BNF,2011,12,19,16.1,24.6,10.9,44.6,11,414
BNF,2011,12,20,15.25,24.9,10.3,43.6,10.6,330
BNF,2011,12,21,16.525,25.9,10.8,46.5,10.5,312
BNF,2011,12,22,15.675,25.2,11.2,42.6,10.7,378
BNF,2011,12,23,16.25,25.8,10.4,44.6,10.5,360
BNF,2011,12,24,16.525,21.6,10.8,31.2,11.6,78
BNF,2011,12,25,15.925,20.6,10.6,31.3,14.4,54
BNF,2011,12,26,15.375,20.9,10.7,34.1,12.1,0
BNF,2011,12,27,15.425,20.1,11.9,35.9,12.5,0
BNF,2011,12,28,15.4,18.2,12.9,23.5,13,0
BNF,2011,12,29,16.875,24.1,14.1,34.1,14.5,240
BNF,2011,12,30,16.45,25.6,12.7,38.6,11.6,324
BNF,2011,12,31,18.3,28.2,13.1,47.1,13.2,384
BNF,2012,1,1,19.4,27.7,14,44.8,14.1,342
BNF,2012,1,2,20.825,27.8,16,47.7,17.4,258
BNF,2012,1,3,19.85,25.7,15.8,36.7,15.8,114
BNF,2012,1,4,18.525,23.6,15.7,28.4,16.3,198
BNF,2012,1,5,19.3,26.2,15.8,35.6,15.7,174
BNF,2012,1,6,18.2,27.2,13.1,34.1,13.2,372
BNF,2012,1,7,18.175,25.9,13.3,34.9,13.7,306
BNF,2012,1,8,17.475,24.6,14.1,35.6,13.9,246
BNF,2012,1,9,17.075,26.4,12.2,36.9,12.1,324
BNF,2012,1,10,18.6,27.1,13.3,39.6,14,384
BNF,2012,1,11,16.8,22.3,12.8,33.3,13,138
BNF,2012,1,12,16.45,22.5,12.6,37.7,13,186
BNF,2012,1,13,17.25,24.4,12.9,37.5,12.5,102
BNF,2012,1,14,17.5,20.2,12.8,25.7,16.3,450
BNF,2012,1,15,16.825,25.1,13.4,32,14.4,414
BNF,2012,1,16,13.475,24.9,7.3,36.6,7.9,414
BNF,2012,1,17,14.825,27.3,8.3,40.2,8.2,408
BNF,2012,1,18,15.35,27.1,8.3,41.1,8.6,396
BNF,2012,1,19,15.125,26.6,7.9,45.1,8.1,456
BNF,2012,1,20,14.975,28.1,7.8,48.2,8,426
BNF,2012,1,21,15,28.1,7.6,48.1,7.8,420
BNF,2012,1,22,15.125,27.7,7.3,47.6,7.6,456
BNF,2012,1,23,15.325,28.6,7.3,47.6,7.2,426
BNF,2012,1,24,16.15,28.9,8.9,46.7,8.7,450
BNF,2012,1,25,15.625,28.1,7.2,47.9,7.6,498
BNF,2012,1,26,15.65,27.7,7.2,46.5,7.5,504
BNF,2012,1,27,16.15,28.5,8,45.4,8.4,456
BNF,2012,1,28,16.25,28.3,7.9,43.4,9,474
BNF,2012,1,29,16.55,29.4,8.6,43.7,9.8,492
BNF,2012,1,30,17.375,29.5,8.6,44.3,9.4,480
BNF,2012,1,31,18.85,28.8,11.3,44,12,378
BNF,2012,2,1,20.425,29.7,13.7,47,9,450
BNF,2012,2,2,20.05,30,13.4,40,9.1,426
BNF,2012,2,3,18.475,28.7,11.1,43.9,11.5,336
BNF,2012,2,4,18.5,29.3,12,43,12.2,342
BNF,2012,2,5,18.7,31.2,10.6,45.6,11,456
BNF,2012,2,6,18.65,31.2,9.6,46.7,9.8,474
BNF,2012,2,7,17.35,30.5,7.4,47.6,7.7,498
BNF,2012,2,8,17.2,31.6,7.3,48.1,7.6,480
BNF,2012,2,9,18.175,31.7,8.5,44.9,9.3,474
BNF,2012,2,10,18.775,31.5,10.3,45.6,10.3,492
BNF,2012,2,11,18.55,31.2,8.8,45.9,8.9,540
BNF,2012,2,12,19.225,31.6,10.1,42.9,10.6,516
BNF,2012,2,13,19.875,21.3,10.9,46.8,11.5,468
BNF,2012,2,14,19,31.7,9.8,46.4,10.3,444
BNF,2012,2,15,18.925,32.2,8.9,48.3,9.5,468
BNF,2012,2,16,18.875,32.5,8.3,49.5,8.5,492
BNF,2012,2,17,18.85,32,8.4,49,9.3,480
BNF,2012,2,18,19.875,32.2,11.3,46.7,11.7,426
BNF,2012,2,19,18.5,27.8,12.4,40.6,11.9,0
BNF,2012,2,20,19.35,26.8,14.6,38.1,15,72
BNF,2012,2,21,20.925,30.4,14,40.3,13.4,330
BNF,2012,2,22,21.05,31.9,12.6,45,12.5,432
BNF,2012,2,23,20.75,32.8,11.2,47.2,10.5,462
BNF,2012,2,24,19.95,33.7,9.1,49.2,9.5,468
BNF,2012,2,25,19.2,33.4,8.4,50.6,11.9,468
BNF,2012,2,26,17.95,32.5,8.1,46.5,8.6,456
BNF,2012,2,27,19.15,31.7,10.3,46.6,10.8,324
BNF,2012,2,28,20.175,31.9,11.2,46.6,10.5,372
BNF,2012,2,29,19.2,31.7,10,45.9,10.5,444
BNF,2012,3,1,19.625,31.6,9.8,47.9,9.6,294
BNF,2012,3,2,19.75,33.1,10,52.1,10,438
BNF,2012,3,3,19.525,33.1,9.2,49.1,9.6,294
BNF,2012,3,4,18.125,25.6,13.5,28.9,13.5,0
BNF,2012,3,5,18.775,30.5,11.8,54.1,11.6,408
BNF,2012,3,6,19.2,32.7,8.9,52.2,9.5,510
BNF,2012,3,7,20.25,33.5,9.6,55.7,9.6,576
BNF,2012,3,8,20.325,34.1,9.7,52,9,570
BNF,2012,3,9,19.6,32.7,9.4,51.9,8.5,528
BNF,2012,3,10,19.65,31.8,10.7,47.7,10,468
BNF,2012,3,11,22.75,32.9,14.2,50.5,13.9,390
BNF,2012,3,12,24.475,33.1,17.6,52,17.2,414
BNF,2012,3,13,25,33.6,17.6,54.9,16.8,486
BNF,2012,3,14,23.85,33.6,17.2,57.2,16.9,390
BNF,2012,3,15,22.85,33.2,16.8,41,18,444
BNF,2012,3,16,22.975,34.7,14,49.4,13.5,528
BNF,2012,3,17,21.75,32.9,12.8,48.9,14.5,420
BNF,2012,3,18,19.425,32.4,10.1,49.2,9.8,408
BNF,2012,3,19,17.825,27,10.3,39,10,108
BNF,2012,3,20,19.8,29.9,13,42.4,12.2,354
BNF,2012,3,21,21.7,30.5,15.3,42.4,14.2,294
BNF,2012,3,22,23.075,32.9,16.5,48,17.1,408
BNF,2012,3,23,23.85,35,16.4,53.2,16.8,480
BNF,2012,3,24,20.725,27.1,16.3,40.4,16.9,108
BNF,2012,3,25,19.25,24.4,15.9,36.5,16.7,54
BNF,2012,3,26,20.425,27.7,17.1,44.2,17.6,174
BNF,2012,3,27,22.2,30,17.2,50,17,210
BNF,2012,3,28,23.75,32.2,18.2,37.5,19,366
BNF,2012,3,29,24.325,34.6,19.2,45,20.2,342
BNF,2012,3,30,22.65,32.7,16.1,45.6,16.7,288
BNF,2012,3,31,22.65,30.1,16,47,17.7,324
BNF,2012,4,1,22.475,29.2,17.2,48.1,19.2,240
BNF,2012,4,2,22.9,32.5,16.5,50.4,17.9,342
BNF,2012,4,3,23.975,33.7,18.4,48.6,19.2,360
BNF,2012,4,4,21.05,30.2,16.4,44,18,192
BNF,2012,4,5,23.85,32.3,18.3,51,18.7,432
BNF,2012,4,6,24.5,35,18.1,57.1,18.7,390
BNF,2012,4,7,24.175,32.6,18.4,55.5,19.6,510
BNF,2012,4,8,24.25,33,18,58,19.1,498
BNF,2012,4,9,21.675,31.2,15.4,57.4,17.2,408
BNF,2012,4,10,22.35,31.7,18.9,49.1,20.6,306
BNF,2012,4,11,22.325,33.1,17.9,43.1,19,342
BNF,2012,4,12,22.475,33.7,17.6,38.4,19,354
BNF,2012,4,13,24.45,36.3,16.6,49.5,17.2,486
BNF,2012,4,14,24.95,37.1,16.6,54.6,17.2,522
BNF,2012,4,15,25.3,37.7,16.1,58,16.6,600
BNF,2012,4,16,24.725,37.7,14.9,60,15.6,558
BNF,2012,4,17,25.7,36.7,16.6,57.6,16.1,510
BNF,2012,4,18,25.725,38.1,16.1,61,18.1,576
BNF,2012,4,19,27.2,38.6,18.6,61.5,19.5,534
BNF,2012,4,20,24.55,36.5,17.1,56.3,19.4,414
BNF,2012,4,21,24.9,35.9,17,53.2,17.9,408
BNF,2012,4,22,24.775,34.6,19.2,58.5,20,438
BNF,2012,4,23,25.4,34.7,20.3,40.5,21.5,402
BNF,2012,4,24,26.825,37.2,19.3,49,19.5,522
BNF,2012,4,25,26.125,37.8,15.7,54.8,16.2,606
BNF,2012,4,26,26.2,38.6,16.9,61.9,18.2,438
BNF,2012,4,27,24.675,38,16.1,52,17.1,294
BNF,2012,4,28,27.275,36.7,20.6,58,21,564
BNF,2012,4,29,26.325,37.1,19.5,63.5,19.2,552
BNF,2012,4,30,26.725,36.9,19.8,64,20.1,522
BNF,2012,5,1,27.45,38.1,18.8,66.5,18.7,588
BNF,2012,5,2,28.625,38.2,20.4,68.4,21.7,516
BNF,2012,5,3,27.025,38.6,16.4,65.6,17.2,636
BNF,2012,5,4,27.35,39,17.5,68.4,18.6,570
BNF,2012,5,5,26.45,35.6,21.6,61.4,23.7,168
BNF,2012,5,6,24.125,35.6,21.7,35.2,21.8,108
BNF,2012,5,7,23.55,26.7,21,30.4,22.6,54
BNF,2012,5,8,24.45,29.7,21,39.6,22.1,288
BNF,2012,5,9,27.075,34.7,21.9,40.5,22.7,378
BNF,2012,5,10,26.475,33.3,22.3,42.1,23.1,216
BNF,2012,5,11,26.825,34.6,20.6,52.1,21.2,492
BNF,2012,5,12,26.575,36.2,20.6,55,22.6,444
BNF,2012,5,13,25.925,35.6,20.4,52.4,22.7,312
BNF,2012,5,14,27.6,36.8,20.6,54.5,22.2,522
BNF,2012,5,15,27.175,33.1,22.1,49.9,23.7,372
BNF,2012,5,16,27.15,35.1,21.2,57.5,23.3,642
BNF,2012,5,17,27.625,36.1,21.1,58.9,23.6,504
BNF,2012,5,18,26.45,34.2,21.4,41,23.1,498
BNF,2012,5,19,27.175,34.8,21.5,41.9,23.3,564
